id,words,counts
6172,tiff,1
6173,perform,2
6174,memorial,2
6175,slapping,1
6176,trading,6
6177,bloc,4
6178,noel,2
6179,gallagher,1
6180,eight,3
6181,smashed,2
6182,guitar,2
6183,dianne,1
6184,twitterbots,1
6185,boss,6
6186,tonighthe,1
6187,eierlegende,1
6188,wollmilchsau,1
6189,isa,1
6190,uh,2
6191,belong,4
6192,slurs,5
6193,pledged,1
6194,samesex,4
6195,offered,5
6196,probono,1
6197,nominate,1
6198,24th,2
6199,documented,1
6200,formation,1
6201,sink,4
6202,pop,2
6203,wife,3
6204,elect,3
6205,monarch,3
6206,appoints,2
6207,appoint,1
6208,advisory,5
6209,viable,2
6210,anger,4
6211,manifest,1
6212,ge,10
6213,populists,1
6214,apply,10
6215,parliamentary,8
6216,convert,1
6217,appoinyed,1
6218,suggestions,1
6219,saddens,2
6220,insisting,2
6221,meddled,1
6222,invalid,1
6223,welfare,2
6224,su,6
6225,11,7
6226,williams,3
6227,antibacced,1
6228,commoners,1
6229,payment,3
6230,slog,1
6231,conta,1
6232,venture,1
6233,sam,3
6234,evangelist,1
6235,christians,12
6236,reveal,1
6237,tough,7
6238,kinds,2
6239,sleep,3
6240,taxing,1
6241,anywhere,4
6242,recognition,1
6243,caters,1
6244,politicos,4
6245,niche,2
6246,angular,1
6247,bent,1
6248,ben,3
6249,opponent,2
6250,stared,1
6251,lulabelle,1
6252,lap,3
6253,solid,2
6254,editor,3
6255,antisemitic,4
6256,bodyshaming,1
6257,storified,1
6258,edition,5
6259,magazine,3
6260,reflects,1
6261,readership,1
6262,2am,1
6263,liked,6
6264,expl,1
6265,banks,4
6266,stages,1
6267,relocating,1
6268,yac,1
6269,altright,3
6270,87,2
6271,halal,3
6272,knock,1
6273,newspaper,5
6274,httpstcomla,1
6275,diagnoses,1
6276,downhiv,1
6277,expectancy,2
6278,upundetectable,1
6279,untransmittablelondon,1
6280,hits,3
6281,targetsmuch,1
6282,celebratehtt,1
6283,australiame,1
6284,brown,7
6285,derby,1
6286,smaaaaaall,1
6287,prominence,2
6288,insert,4
6289,terrorismmental,1
6290,perpetrator,1
6291,approp,1
6292,selfie,1
6293,seeaverage,1
6294,london1996,1
6295,790002016,1
6296,488908,1
6297,518,1
6298,increaselondoners,1
6299,wage1999,1
6300,scuse,1
6301,bottle,4
6302,049,1
6303,025,1
6304,refundable,1
6305,deposit,1
6306,scotland,9
6307,minimum,2
6308,pricing,1
6309,49,2
6310,cent,2
6311,bottles,4
6312,listen,4
6313,misgendering,1
6314,argued,4
6315,heatedly,1
6316,turnbulls,1
6317,inalienable,1
6318,welldone,1
6319,legutko,1
6320,lider,1
6321,pis,1
6322,radzi,1
6323,sobie,1
6324,z,2
6325,prawd,1
6326,ucieka,1
6327,debaty,1
6328,ze,1
6329,mn,1
6330,politischer,1
6331,diskurs,1
6332,australias,2
6333,quarters,2
6334,sodding,2
6335,140,2
6336,chars,2
6337,eaten,1
6338,raw,1
6339,onion,1
6340,zimbabwes,1
6341,seizes,1
6342,threatening,2
6343,mugabes,1
6344,sued,1
6345,libel,2
6346,positi,1
6347,delighted,17
6348,jeff,1
6349,sessions,4
6350,investigating,1
6351,leaks,2
6352,classified,2
6353,frank,3
6354,field,5
6355,brexiter,6
6356,hominem,2
6357,scoring,1
6358,symbolic,1
6359,emotive,3
6360,claptrap,1
6361,threats,3
6362,facing,2
6363,interventions,1
6364,colleagues,4
6365,bottom,4
6366,caesar,1
6367,karl,1
6368,pilot,2
6369,sandwiches,2
6370,engaging,2
6371,sabrerattling,1
6372,absurdly,1
6373,repeating,4
6374,sealing,1
6375,assumption,2
6376,haunt,2
6377,poles,1
6378,74support,1
6379,optimistic,3
6380,plebiscite,1
6381,resistance,1
6382,unironically,1
6383,italian,1
6384,swede,1
6385,vindicated,2
6386,sales,2
6387,manager,12
6388,forteil,3
6389,gmbh,3
6390,pointed,2
6391,jennifer,1
6392,saunders,1
6393,unsee,1
6394,downtrodden,1
6395,routinely,1
6396,vegan,5
6397,rent,7
6398,biscuits,1
6399,haribo,1
6400,aisle,1
6401,ratcliffe,1
6402,nazanins,1
6403,diplomatic,1
6404,inc,3
6405,secretaries,1
6406,beeping,1
6407,sound,4
6408,reversing,2
6409,19,8
6410,dancing,3
6411,comfo,1
6412,purported,1
6413,advocate,1
6414,sovereignty,4
6415,apoplectic,1
6416,chrome,2
6417,crayon,3
6418,grandmother,1
6419,prob,2
6420,hrtipp,1
6421,letzten,1
6422,sondierungsrunden,1
6423,classy,3
6424,homosexual,1
6425,genital,1
6426,remit,1
6427,morality,1
6428,pesky,1
6429,different1,1
6430,remainleave,1
6431,hypothetically,2
6432,tomorrow2,1
6433,reversedthe,1
6434,lt,2
6435,clare,2
6436,camera,4
6437,choked,2
6438,ment,1
6439,pantomime,1
6440,dyson,2
6441,vacuum,2
6442,cleaner,1
6443,tape,2
6444,maternity,1
6445,kitchen,1
6446,admirer,1
6447,crotch,2
6448,nonconsenting,1
6449,tube,1
6450,passenger,2
6451,prude,1
6452,challenged,4
6453,enthusiasm,4
6454,nonorganic,1
6455,hummus,1
6456,midnight,2
6457,stealing,2
6458,hates,1
6459,bankers,1
6460,antitheist,2
6461,malarkey,1
6462,paganism,2
6463,trees,1
6464,figure,2
6465,rabid,2
6466,extremist,3
6467,hostile,2
6468,frogfaced,1
6469,cenotwat,1
6470,nazism,1
6471,molestationnarrator,1
6472,molestation,1
6473,astonishing,3
6474,goin,1
6475,lewes,2
6476,blackup,1
6477,spell,3
6478,remembrance,1
6479,politicise,3
6480,sacrifice,2
6481,soldiers,2
6482,oldfashioned,1
6483,reputation,1
6484,resting,1
6485,abstraction,3
6486,describing,1
6487,agricultural,1
6488,manual,1
6489,shortages,1
6490,adult,6
6491,mr,6
6492,mnster,1
6493,indicating,1
6494,roadblock,1
6495,orgy,2
6496,tea,4
6497,details,3
6498,bound,3
6499,parliament2,1
6500,leave3,1
6501,bleedingly,3
6502,arousal,1
6503,provoke,1
6504,soundbite,1
6505,troll,3
6506,greek,2
6507,barrier,3
6508,comprises,1
6509,migrant,8
6510,offices,1
6511,tribal,1
6512,glassdoor,1
6513,stack,2
6514,overflow,1
6515,vacancies,1
6516,skype,1
6517,learning,6
6518,wankers,1
6519,standing,19
6520,wellpaid,2
6521,skilled,4
6522,roles,1
6523,disastrous,7
6524,cowardly,7
6525,unskilled,2
6526,moaning,3
6527,finance,5
6528,capital,2
6529,concerns,6
6530,blah,2
6531,easier,4
6532,quoted,1
6533,clp,3
6534,available,5
6535,outright,2
6536,concern,6
6537,amusing,3
6538,altar,2
6539,shits,3
6540,entitlement,1
6541,hq,6
6542,fervently,1
6543,ran,9
6544,ring,3
6545,parlor,1
6546,entertain,1
6547,crap,5
6548,heart,5
6549,colder,1
6550,stubbington,1
6551,fareham,1
6552,excommunicate,1
6553,fandom,1
6554,harass,3
6555,wokchisteve,1
6556,professionally,1
6557,reversed,1
6558,extract,1
6559,unreasonable,1
6560,cakes,1
6561,50p,1
6562,1he,1
6563,madeira,1
6564,marketing,2
6565,owe,3
6566,emailing,1
6567,effeminate,1
6568,appointees,1
6569,liars,2
6570,eclipse,1
6571,studio,3
6572,ide,1
6573,cras,1
6574,chooses,3
6575,internationalism,1
6576,opts,1
6577,isolationism,1
6578,wurst,1
6579,lingo,1
6580,museum,3
6581,loaded,2
6582,leavingremainers,1
6583,leavingbrexiters,1
6584,gmused,1
6585,presuming,4
6586,losses,3
6587,wreck,1
6588,sth,1
6589,uncool,3
6590,mag,1
6591,garbage,1
6592,unisex,3
6593,toilets,5
6594,9th,5
6595,historical,1
6596,significance,1
6597,marked,1
6598,monarchy,2
6599,1918,2
6600,putsch,1
6601,1923,1
6602,kristallnacht,1
6603,1938,2
6604,1989,1
6605,incendiary,1
6606,collapse,1
6607,ada,1
6608,ukulele,1
6609,reign,1
6610,slayer,1
6611,playstheresa,1
6612,demolishes,1
6613,hos,1
6614,steht,1
6615,unter,1
6616,schlagwort,1
6617,freuen,2
6618,spannenden,1
6619,added,2
6620,postelection,1
6621,massively,1
6622,rudd,2
6623,hastings,3
6624,gov,3
6625,introduced,4
6626,draft,1
6627,agent,1
6628,privat,1
6629,contradicts,1
6630,deadlocked,1
6631,httpstcorddlj,1
6632,crunch,1
6633,84,1
6634,passengers,3
6635,guard,2
6636,thankfully,2
6637,momentum,2
6638,haringey,1
6639,kober,1
6640,issued,1
6641,linking,1
6642,weekcareful,1
6643,shopping,2
6644,clothing,1
6645,womenswear,1
6646,store,3
6647,bathrooms,1
6648,fears,2
6649,demo,1
6650,priti,8
6651,patel,9
6652,millennials,1
6653,underpaid,1
6654,8k,1
6655,genb,1
6656,wage,2
6657,growthc,1
6658,debtd,1
6659,e,9
6660,entered,1
6661,patels,1
6662,gates,1
6663,giant,3
6664,toblerone,1
6665,emily,4
6666,thornberry,4
6667,2014,2
6668,afte,1
6669,whistles,1
6670,promoted,1
6671,intellectually,2
6672,savour,1
6673,sacking,2
6674,understatement,1
6675,pinch,1
6676,salt,1
6677,drop,6
6678,adults,1
6679,280,3
6680,characters,2
6681,declare,1
6682,linetheresa,1
6683,tagt,1
6684,hauptausschuss,1
6685,abgeordnetenhauses,1
6686,ganz,2
6687,oben,1
6688,tagesordnung,1
6689,tegel,1
6690,schauen,1
6691,mal,1
6692,israeli,2
6693,golan,1
6694,heights,1
6695,phrasing,1
6696,concessions,3
6697,jewish,4
6698,community,10
6699,facile,1
6700,conflation,2
6701,feeds,1
6702,bundesverfassungsgericht,1
6703,drittes,1
6704,geschlecht,1
6705,geburtenregister,1
6706,midterm,3
6707,ted,1
6708,kennedys,2
6709,deluding,1
6710,7i,1
6711,introducing,2
6712,enforceable,2
6713,sanctions,1
6714,antitrans,2
6715,bathroom,1
6716,httpstcokfezx,1
6717,counter,2
6718,bye,6
6719,bob,2
6720,jail,1
6721,iranrisks,1
6722,canbecause,1
6723,workof,1
6724,jerka,1
6725,incompetent,3
6726,ashamed,2
6727,ivanka,1
6728,neighbour,1
6729,particular,4
6730,forever,3
6731,bedtime,1
6732,bastards,2
6733,holidays,3
6734,israel,1
6735,benjamin,1
6736,netanyahu,1
6737,anyhoo,1
6738,fancies,1
6739,funding,9
6740,breakfasthalf,1
6741,boardwith,1
6742,netanyahuer,1
6743,bone,1
6744,opportunities,1
6745,450,1
6746,loyalty,4
6747,littl,1
6748,describe,6
6749,majors,2
6750,gallery,1
6751,fors,1
6752,thi,2
6753,hahahahahahahahahahahahahaha,1
6754,rightwing,3
6755,campuses,1
6756,thingsalso,1
6757,killer,2
6758,sexism,5
6759,quibble,1
6760,xfiles,2
6761,irishdads,1
6762,welsh,1
6763,catchall,1
6764,5th,1
6765,dsl,2
6766,answers,6
6767,criticises,2
6768,3017,1
6769,9,8
6770,expire,1
6771,fucks,5
6772,declines,1
6773,heavy,1
6774,thunderstorms,1
6775,daughter,4
6776,trip,2
6777,fascinated,2
6778,fancy,4
6779,yacht,1
6780,supply,4
6781,incomparable,1
6782,spring,1
6783,climate,3
6784,smells,3
6785,bst,1
6786,wasps,1
6787,moralfilth,4
6788,vinces,2
6789,poorly,1
6790,chosen,3
6791,fragile,1
6792,ld,7
6793,rigorous,1
6794,manage,4
6795,ppc,3
6796,impediment,2
6797,scandi,1
6798,apple,3
6799,cream,5
6800,milky,2
6801,yorkshireman,2
6802,necessity,1
6803,physical,5
6804,symptoms,3
6805,damned,1
6806,technology,1
6807,carney,1
6808,ashcroft,1
6809,gaffe,1
6810,branched,1
6811,massages,1
6812,spannende,1
6813,sondierungsrunde,1
6814,40,4
6815,lecturing,2
6816,younger,2
6817,httpstcojvc,1
6818,behaviour,6
6819,hr,1
6820,bb,1
6821,phased,1
6822,rotten,1
6823,donors,2
6824,empowered,1
6825,zustand,1
6826,unserer,3
6827,schulen,1
6828,sollte,1
6829,jungen,2
6830,darstellen,1
6831,thurmans,1
6832,flood,1
6833,misconduct,1
6834,allegationswow,1
6835,serial,1
6836,druggy,1
6837,charles,2
6838,lordlady,1
6839,olds,6
6840,cheated,1
6841,nomination,2
6842,underhand,1
6843,35,2
6844,berniehillary,1
6845,trumpsomehow,1
6846,widerruf,1
6847,artikel,2
6848,stellen,1
6849,zukunft,1
6850,hngt,1
6851,davon,1
6852,blinks,1
6853,swears,1
6854,everyday,1
6855,tolerance,7
6856,intolerant,4
6857,prevent,3
6858,expressing,2
6859,cry,5
6860,river,3
6861,immigrantsminorities,1
6862,faced,1
6863,sinc,1
6864,crushed,1
6865,stampede,1
6866,guter,1
6867,ansatz,1
6868,selbstndige,1
6869,aufklrung,1
6870,lageanalyse,1
6871,beantragt,1
6872,eigene,1
6873,satelliten,1
6874,bro,4
6875,30th,1
6876,oct,1
6877,activation,1
6878,dickmuffins,1
6879,quentin,2
6880,letts,2
6881,godfrey,1
6882,bloom,1
6883,hislop,2
6884,merton,1
6885,pasture,1
6886,comedian,4
6887,legitimately,1
6888,1969whatre,1
6889,2kb,1
6890,ramsending,1
6891,moon2017whatre,1
6892,15gb,1
6893,harmed,5
6894,sneered,2
6895,jo,6
6896,panel,1
6897,samuels,1
6898,grool,1
6899,youhadthirteenyearstodothis,1
6900,phantom,1
6901,menace,1
6902,giggles,1
6903,lively,1
6904,began,2
6905,suffix,1
6906,condoning,1
6907,illicit,1
6908,behavior,1
6909,puhleese,1
6910,success,8
6911,pushed,4
6912,empfehlen,1
6913,neodeu,1
6914,gareth,1
6915,carr,2
6916,mischievous,2
6917,licenses,1
6918,tables,2
6919,establish,1
6920,frankfurt,2
6921,jurisdiction,1
6922,presi,1
6923,employee,3
6924,enforces,1
6925,tampcs,1
6926,cosby,2
6927,spin,1
6928,behave,3
6929,seemed,2
6930,ego,3
6931,geldof,1
6932,thirdly,1
6933,sorts,3
6934,systems,1
6935,threat,2
6936,settled,6
6937,devs,4
6938,kotlin,1
6939,pe,9
6940,sport,1
6941,permissable,1
6942,shrinking,1
6943,violet,1
6944,scary,1
6945,apparent,2
6946,resulted,1
6947,suspension,2
6948,karate,1
6949,bitter,4
6950,knee,2
6951,pains,1
6952,diagnosed,2
6953,osgoodschlatter,1
6954,disease,1
6955,console,2
6956,ordinary,4
6957,fluke,1
6958,ball,2
6959,players,2
6960,goal,3
6961,verbal,1
6962,seemingly,1
6963,hideous,2
6964,digress,1
6965,avoided,3
6966,shower,2
6967,staring,3
6968,fugly,1
6969,attached,1
6970,weaker,3
6971,thugs,1
6972,nastiness,1
6973,shirts,1
6974,unlucky,1
6975,scouting,1
6976,whose,7
6977,reminisce,1
6978,vegas,4
6979,dozens,1
6980,injured,1
6981,distinction,2
6982,norway,4
6983,compatriot,1
6984,inspired,2
6985,remaking,1
6986,disney,1
6987,moviessees,1
6988,castme,1
6989,ahhhhhhhhhhhhhhhhhhhhhhhh,1
6990,sevenyaaaaaaaaaaaaaaa,1
6991,corrected,1
6992,rated,1
6993,freund,3
6994,mein,1
6995,upgraded,1
6996,bfs,1
6997,handsy,2
6998,natural,4
6999,selection,1
7000,parly,1
7001,publish,3
7002,signifi,1
7003,urging,2
7004,reluctance,1
7005,prov,1
7006,redwood,3
7007,loathe,2
7008,method,1
7009,seduction,1
7010,pal,1
7011,foresee,1
7012,lean,1
7013,dickhole,1
7014,lads,2
7015,dickheads,2
7016,pints,2
7017,offence,3
7018,flirt,2
7019,probs,2
7020,flirting,1
7021,occurs,1
7022,effort,2
7023,reinforces,1
7024,ignorant,5
7025,waaah,1
7026,fallon,2
7027,metropolitan,5
7028,elite,7
7029,picking,2
7030,salaryyeah,1
7031,mama,3
7032,minion,1
7033,maxine,1
7034,teach,6
7035,httpstcodd3wes,1
7036,addressed,3
7037,max,1
7038,002,1
7039,arrogant,2
7040,profoundly,4
7041,insist,2
7042,repression,1
7043,homosexuals,3
7044,bits,3
7045,imposter,1
7046,parl,1
7047,reviews,3
7048,harriet,1
7049,harman,1
7050,manner,2
7051,afdpolitiker,1
7052,ihre,1
7053,maske,1
7054,lassen,2
7055,dramatically,1
7056,jumps,2
7057,heeeere,1
7058,present,3
7059,joshnear,1
7060,whereeeeever,1
7061,pavement,3
7062,amd,1
7063,scum,1
7064,th,6
7065,debit,2
7066,para,2
7067,joining,5
7068,doortodoor,1
7069,demanding,4
7070,handouts,1
7071,parliamentarian,1
7072,settling,3
7073,involved,4
7074,statefunded,1
7075,dewielgordo1,1
7076,surprise,5
7077,saints,1
7078,yorks,1
7079,resilience,1
7080,families,3
7081,rais,1
7082,antisemite,2
7083,luthers,1
7084,texts,1
7085,listened,1
7086,sermon,1
7087,hitchens,1
7088,luther,2
7089,fuel,1
7090,kudos,2
7091,correctly,2
7092,bravery,2
7093,campaigning,18
7094,vio,1
7095,ofs,1
7096,coolest,1
7097,gruend,1
7098,satire,7
7099,gropey,1
7100,fucker,1
7101,protestantism,1
7102,spoil,1
7103,comptons,1
7104,faucet,1
7105,inn,2
7106,brewery,1
7107,deriving,1
7108,humour,6
7109,thrashing,1
7110,hook,1
7111,light,1
7112,untransparentalso,1
7113,industrial,1
7114,secret,3
7115,gttinger,1
7116,sprecher,1
7117,gruppe,1
7118,derbundestagsfraktion,1
7119,spooky,1
7120,costume,2
7121,hallowings,1
7122,deadpool,2
7123,toilet,1
7124,mom,2
7125,halloweenmom,1
7126,purse,2
7127,listeners,1
7128,disag,1
7129,babybel,1
7130,jocks,1
7131,ranting,3
7132,conspiracies,1
7133,releasing,1
7134,puigdemont,1
7135,insular,1
7136,scorned,1
7137,understands,1
7138,guns,1
7139,mouths,1
7140,radiation,1
7141,resoundingly,1
7142,maintain,1
7143,protection,2
7144,af,1
7145,logged,1
7146,circuit,1
7147,phonedsl,1
7148,bin,4
7149,recycling,2
7150,forgetwill,1
7151,cameras,1
7152,captured,2
7153,manafort,2
7154,washington,1
7155,router,2
7156,rusty,1
7157,sharks,1
7158,circling,3
7159,trick,1
7160,treating,3
7161,covered,3
7162,brussel,1
7163,sprouts,1
7164,morrisons,1
7165,draw,5
7166,entertainment,1
7167,industry,10
7168,shed,3
7169,anne,2
7170,disparagingly,1
7171,weakest,2
7172,excused,1
7173,edgy,3
7174,redirect,1
7175,antichoice,2
7176,orgs,1
7177,abroad,5
7178,gb,1
7179,ordered,3
7180,vibrators,1
7181,damage,7
7182,yknow,1
7183,anthony,1
7184,rapp,1
7185,assauwhite,1
7186,meeeeeeee,1
7187,gen,3
7188,ps4,1
7189,360,1
7190,tiresome,3
7191,rants,4
7192,klingon,1
7193,forehead,1
7194,folds,1
7195,klingons,1
7196,homogenous,1
7197,society,7
7198,salted,1
7199,butter,4
7200,objection,1
7201,assaults,2
7202,spacey,1
7203,2011,2
7204,misleading1,1
7205,relates,2
7206,yearme,1
7207,inson,1
7208,whatme,1
7209,goodnight,1
7210,background,3
7211,tools,3
7212,jeremyit,1
7213,steel,1
7214,decriminalised,1
7215,tramps,1
7216,barman,2
7217,lightly,1
7218,apologising,1
7219,pointless,3
7220,fat,3
7221,cllrstopp,2
7222,selected,3
7223,nominated,3
7224,defines,1
7225,consequently,1
7226,objectively,1
7227,moron,4
7228,humanists,5
7229,interfering,3
7230,angrily,2
7231,waste,3
7232,dunkel,1
7233,sexarbeitern,1
7234,gefhrlich,1
7235,deprimierende,1
7236,reportage,1
7237,tiergarten,1
7238,subscribe,3
7239,tends,2
7240,70s,1
7241,model,2
7242,underestimates,1
7243,rabidly,1
7244,parent,3
7245,feminist,2
7246,untired,1
7247,clocks,2
7248,toriesjoke,1
7249,assaultjoke,1
7250,piles,1
7251,syriause,1
7252,worduse,1
7253,18th,1
7254,versions,2
7255,wordsomeho,1
7256,nachrichten,1
7257,vk,3
7258,umstritten,1
7259,brexitwhler,1
7260,dumm,1
7261,nennen,1
7262,obwohl,1
7263,wahr,1
7264,antiequal,1
7265,devout,2
7266,shitting,1
7267,inform,2
7268,controversial,1
7269,employees,3
7270,necki,1
7271,thisokay,1
7272,regularly,6
7273,sexbar,1
7274,dcpolice,1
7275,pretzels,1
7276,compete,1
7277,disapprovingly,1
7278,dial,1
7279,opposite,1
7280,blowjob,2
7281,steels,1
7282,httpstcoa5c,1
7283,geben,1
7284,hannah,1
7285,ihr,1
7286,mchtet,1
7287,verfolgen,1
7288,twittert,1
7289,doch,1
7290,danielaklucker,1
7291,abused,1
7292,humourless,1
7293,feared,1
7294,trivialise,1
7295,wingers,1
7296,lighten,1
7297,flags,3
7298,dumpster,1
7299,wed,6
7300,dying,4
7301,client,1
7302,attractive,1
7303,jam,1
7304,retirees,1
7305,luxembourg,1
7306,actively,3
7307,carve,1
7308,influx,1
7309,industries,3
7310,embrace,2
7311,uturning,1
7312,serve,1
7313,professional,3
7314,moon,1
7315,inb4,1
7316,insulting,2
7317,proven,4
7318,bregretters,2
7319,chainsaw,1
7320,fiasco,1
7321,superiority,2
7322,implication,1
7323,causes,3
7324,httpstcoial,1
7325,freeradical,1
7326,libdems,4
7327,debating,3
7328,uber,3
7329,outand,1
7330,harveyweins,1
7331,brexiteersbefore,1
7332,matterson,1
7333,catalonia,1
7334,invloved,1
7335,hygieneeveryone,1
7336,unfunny,4
7337,httpstcotqm,1
7338,wile,1
7339,coyote,1
7340,runner,2
7341,se,1
7342,penguin,1
7343,fraudulent,1
7344,poppys,1
7345,abstracting,1
7346,absolve,2
7347,playlist,3
7348,spotify,5
7349,dodgy,1
7350,situations,2
7351,national,12
7352,respec,1
7353,interlocutor,1
7354,spanish,4
7355,favours,2
7356,blametheeuforthecatalancrisisthinkpiece,1
7357,recognize,1
7358,unilateral,1
7359,leanne,1
7360,wood,2
7361,lidl,1
7362,macho,1
7363,guyyawwwwwn,1
7364,rubs,2
7365,foot,2
7366,beers,1
7367,puppy,1
7368,hugging,1
7369,scalp,1
7370,dslphone,1
7371,expedited,1
7372,prioritised,1
7373,appealing,1
7374,advising,1
7375,vaginas,1
7376,365,1
7377,gesellschaft,1
7378,wirtschaft,1
7379,digitale,1
7380,transformation,1
7381,durchlaufen,1
7382,mssen,1
7383,staat,1
7384,registered,3
7385,authorities,1
7386,chip,1
7387,cropped,1
7388,matt,2
7389,sw,1
7390,trains,1
7391,anticreationism,1
7392,antiflat,1
7393,geo,1
7394,bonfire,1
7395,brilliant,4
7396,fawkes,2
7397,halloween,2
7398,jushy,1
7399,httpstcosq,1
7400,whore,3
7401,httpstcozfpouq,1
7402,stayed,1
7403,consequences,3
7404,logo,2
7405,design,5
7406,fap,1
7407,hero,4
7408,unfriend,1
7409,sorted,3
7410,zealand,1
7411,charming,1
7412,wacky,2
7413,poisonous,3
7414,goodbut,1
7415,magnitud,1
7416,likebritain,1
7417,victories,1
7418,hopefully,2
7419,annoyed,2
7420,coded,1
7421,grads,12
7422,cellular,1
7423,network,1
7424,insinuation,1
7425,lecturers,1
7426,doublespace,1
7427,essays,1
7428,horrifying,2
7429,sprinkling,1
7430,essex,1
7431,authors,1
7432,pinkwashing,1
7433,neonazis,1
7434,soften,1
7435,hotbeds,1
7436,educated,3
7437,whining,4
7438,tripadvisor,1
7439,reviewers,1
7440,eateries,1
7441,waiters,1
7442,engineer,1
7443,millennium,1
7444,bugs,1
7445,reesmogg,2
7446,uninformed,1
7447,gob,2
7448,extraordinary,2
7449,parlt,1
7450,ot,1
7451,ethnic,1
7452,credibility,2
7453,finger,1
7454,sheffield,5
7455,hallam,4
7456,contradicting,1
7457,complete,7
7458,breakdown,1
7459,fathers,1
7460,marrying,1
7461,englandmore,1
7462,weddingsmore,1
7463,florists,1
7464,caterers,1
7465,venuesmore,1
7466,happiness,1
7467,arms,4
7468,dougula,1
7469,ladz,1
7470,avoiding,1
7471,crazy,2
7472,huff,1
7473,pestici,1
7474,northsouth,1
7475,divide,2
7476,blatant,1
7477,relentless,3
7478,allegedly,1
7479,2004,1
7480,ignores,2
7481,prussians,1
7482,relax,1
7483,europeans,3
7484,czechoslovakia,1
7485,sophie,1
7486,sheffieldhttps,1
7487,guards,1
7488,reall,2
7489,ministerczechoslovakia,1
7490,napkins,1
7491,wipe,1
7492,egg,5
7493,owen,1
7494,falafel,1
7495,woop,4
7496,reschedule,1
7497,fingering,1
7498,teenage,1
7499,wholesome,2
7500,stain,2
7501,wolfgangs,1
7502,locksmith,1
7503,recognisable,2
7504,partnership,2
7505,dongying,1
7506,brexists,2
7507,httpstcobuywmx,1
7508,dd,1
7509,agrees,1
7510,euuk,1
7511,nanosecond,1
7512,pronounces,1
7513,dubai,1
7514,milo,1
7515,yiannopoulos,1
7516,baumann,1
7517,spricht,1
7518,vom,2
7519,schutz,1
7520,homosexuellen,1
7521,durch,2
7522,strmungen,1
7523,islams,1
7524,gewhrleistet,1
7525,istafd,1
7526,schwule,1
7527,hocus,1
7528,pocus,1
7529,wig,1
7530,trumpshair,1
7531,slings,1
7532,arrows,1
7533,pierced,1
7534,flesh,1
7535,investigations,1
7536,brushe,1
7537,range,3
7538,undecided,2
7539,err,1
7540,reassuring,2
7541,compass,2
7542,orchestrating,1
7543,orwellian,1
7544,prick,1
7545,singate,1
7546,impressive,4
7547,warnings,2
7548,ofcom,1
7549,kiss,1
7550,prewatershed,1
7551,nationalise,1
7552,defenders,2
7553,viel,4
7554,glck,4
7555,historischer,1
7556,darf,1
7557,teil,1
7558,konstituierenden,1
7559,sitzung,2
7560,bundestags,1
7561,sein,2
7562,ehre,1
7563,verpflic,1
7564,answering,3
7565,httpstcojtp,1
7566,indifference,1
7567,shielding,1
7568,wahnsinn,1
7569,beginnt,1
7570,hhnischem,1
7571,gelchter,1
7572,derfraktion,1
7573,kann,1
7574,kaum,1
7575,erwarten,1
7576,meine,1
7577,ganze,1
7578,arbe,1
7579,rechts,1
7580,auseinanderfallen,1
7581,aus,1
7582,excusing,3
7583,omaras,1
7584,derogatory,1
7585,ht,11
7586,discovered,5
7587,newsthump,2
7588,pn,1
7589,jacob,2
7590,rees,1
7591,mogg,1
7592,kenneth,2
7593,sweater,1
7594,pants,2
7595,tho,2
7596,httpstcoy78j,1
7597,fraktion,2
7598,niedrigsten,1
7599,durchschnittsalter,1
7600,httpstcoojljzrd9,1
7601,shaft,1
7602,horseshit,1
7603,pinknews,2
7604,awards,3
7605,pearlclutchers,1
7606,condemn,4
7607,raving,1
7608,hows,2
7609,retribution,1
7610,labourites,1
7611,assassination,1
7612,publishing,1
7613,musician,1
7614,sodomised,1
7615,2017he,1
7616,sign,7
7617,blin,1
7618,clarify,1
7619,acknowledge,3
7620,condemned,2
7621,sexist,6
7622,lablds,1
7623,22,2
7624,becau,2
7625,golden,1
7626,corbynite,1
7627,tol,1
7628,rosette,1
7629,suck,1
7630,nicky,1
7631,ssm,2
7632,hollow,1
7633,insincere,1
7634,rightly,2
7635,authentic,1
7636,bullingdon,1
7637,clubs,1
7638,unpardonable,1
7639,viciously,1
7640,abusing,1
7641,womenfat,1
7642,peoplegays,1
7643,bushes,1
7644,laboursupporting,1
7645,vocal,3
7646,cumyeah,1
7647,senses,2
7648,jngste,1
7649,immerhin,1
7650,kebabs,4
7651,poisoning,1
7652,platter,1
7653,dish,2
7654,originating,1
7655,fishchips,1
7656,originate,1
7657,1stefanfearlix,3
7658,plane,6
7659,dclg,1
7660,mdbs,3
7661,arrive,3
7662,37,3
7663,readily,3
7664,bussy,2
7665,linkes,1
7666,populism,3
7667,apples,2
7668,nine,2
7669,peopl,3
7670,trades,1
7671,rules,8
7672,mauritania,1
7673,atm,6
7674,woken,3
7675,smacked,1
7676,brendan,1
7677,oneill,2
7678,antismacking,1
7679,typisch,1
7680,britisch,2
7681,meinung,1
7682,contributions,1
7683,50bn,1
7684,60bn,1
7685,sm,5
7686,fee,5
7687,contributed,1
7688,expresidents,1
7689,texas,1
7690,rebuilding,1
7691,hu,2
7692,whines,1
7693,linke,3
7694,destabilize,1
7695,kremlin,1
7696,eusupported,1
7697,populus,1
7698,encouraged,1
